년도,월,일,사용분야,수입지출여부,금액,총금액
2022,7,29,식사,지출,2945,323030
2023,4,13,식사,수입,6368,329398
2020,11,2,체육대회,지출,3774,325624
2022,9,25,여행,지출,3002,322622
2023,12,24,체육대회,수입,7414,330036
2023,9,29,MT,지출,9447,320589
2023,3,14,체육대회,지출,1326,319263
2022,9,18,MT,지출,1140,318123
2020,5,9,여행,수입,2310,320433
2023,4,15,식사,지출,6846,313587
2022,9,2,체육대회,수입,3016,316603
2023,2,7,체육대회,지출,6159,310444
2020,12,10,체육대회,수입,5831,316275
2020,8,7,MT,지출,9379,306896
2023,12,29,체육대회,수입,9173,316069
2021,6,20,MT,수입,6654,322723
2022,10,14,여행,지출,7071,315652
2020,10,11,식사,지출,8322,307330
2020,12,23,쇼핑,수입,5388,312718
2020,1,2,MT,수입,4959,317677
2022,3,13,MT,지출,9921,307756
2021,1,4,MT,수입,5812,313568
2021,5,16,체육대회,지출,8460,305108
2023,11,25,식사,수입,5194,310302
2020,2,7,여행,수입,2334,312636
2023,8,23,체육대회,수입,3977,316613
2022,5,12,체육대회,수입,8334,324947
2021,5,13,식사,지출,3724,321223
2023,2,27,식사,지출,9744,311479
2020,10,11,MT,수입,6494,317973
2023,9,15,여행,지출,3391,314582
2021,8,27,체육대회,수입,6098,320680
2023,9,29,MT,지출,9978,310702
2022,8,8,체육대회,지출,5230,305472
2022,11,22,MT,수입,6503,311975
2021,8,28,쇼핑,지출,4245,307730
2022,2,10,MT,수입,4456,312186
2023,11,24,쇼핑,수입,2711,314897
2022,10,28,MT,수입,7178,322075
2022,12,11,MT,수입,5483,327558
2023,10,28,식사,수입,7180,334738
2020,2,17,MT,지출,3121,331617
2022,9,7,체육대회,수입,2586,334203
2023,5,31,여행,수입,9649,343852
2020,2,24,여행,지출,1521,342331
2020,6,21,여행,지출,3562,338769
2020,12,26,식사,지출,5204,333565
2020,12,20,체육대회,지출,2626,330939
2023,2,3,체육대회,지출,7187,323752
2020,3,28,여행,수입,2508,326260
2023,6,17,쇼핑,지출,3467,322793
2020,8,31,여행,수입,4274,327067
2023,10,22,MT,지출,7336,319731
2021,10,2,식사,수입,9547,329278
2022,8,10,식사,지출,2793,326485
2020,4,6,식사,수입,7535,334020
2021,9,25,MT,지출,7452,326568
2022,12,29,식사,지출,5921,320647
2022,11,1,MT,지출,1016,319631
2022,10,5,쇼핑,수입,8236,327867
2022,4,24,여행,수입,8020,335887
2021,12,16,식사,지출,9353,326534
2021,7,12,식사,지출,4272,322262
2020,7,17,식사,지출,2927,319335
2020,6,11,체육대회,수입,5648,324983
2021,3,29,식사,지출,7556,317427
2020,9,11,MT,지출,9555,307872
2022,8,11,쇼핑,지출,4733,303139
2022,8,28,체육대회,지출,9076,294063
2022,5,23,여행,지출,6436,287627
2021,10,20,MT,지출,5697,281930
2020,10,26,쇼핑,지출,1211,280719
2020,10,14,MT,지출,5630,275089
2021,2,28,체육대회,수입,5755,280844
2022,12,16,MT,지출,1791,279053
2023,7,11,체육대회,수입,1168,280221
2021,6,11,쇼핑,지출,7671,272550
2021,10,30,쇼핑,지출,4992,267558
2022,2,16,식사,지출,3219,264339
2020,5,18,체육대회,수입,7323,271662
2023,3,6,MT,수입,1293,272955
2021,8,26,여행,수입,6559,279514
2021,5,19,여행,수입,7254,286768
2022,2,17,MT,수입,5832,292600
2021,7,13,체육대회,지출,9875,282725
2020,12,20,식사,지출,8548,274177
2020,12,20,여행,지출,5955,268222
2022,10,25,쇼핑,지출,2029,266193
2021,4,12,쇼핑,수입,6484,272677
2021,10,8,식사,지출,6660,266017
2023,5,30,여행,지출,1158,264859
2020,6,30,식사,수입,8083,272942
2021,3,13,식사,지출,8735,264207
2022,11,6,체육대회,지출,7232,256975
2021,4,21,여행,지출,1712,255263
2023,5,2,체육대회,수입,4738,260001
2022,1,6,쇼핑,수입,6709,266710
2023,4,12,여행,수입,5548,272258
2020,9,11,여행,수입,8946,281204
2020,1,20,쇼핑,수입,4400,285604
2022,1,26,여행,지출,5619,279985
2022,3,22,식사,지출,9584,270401
2020,11,28,여행,지출,1461,268940
2021,9,11,쇼핑,수입,6494,275434
2020,8,11,식사,지출,4963,270471
2023,9,23,체육대회,수입,6363,276834
2023,7,17,식사,지출,4396,272438
2023,9,5,여행,지출,1098,271340
2022,1,10,쇼핑,수입,1035,272375
2023,8,5,쇼핑,수입,5720,278095
2022,7,5,식사,수입,8402,286497
2022,9,29,식사,지출,9722,276775
2023,11,19,식사,지출,9825,266950
2020,7,3,체육대회,지출,8956,257994
2022,1,13,체육대회,수입,8864,266858
2023,3,4,체육대회,지출,7791,259067
2023,7,26,식사,지출,7385,251682
2021,2,28,쇼핑,지출,7454,244228
2022,2,6,식사,지출,2943,241285
2020,7,3,여행,지출,9208,232077
2022,4,16,MT,수입,6631,238708
2022,12,25,체육대회,지출,2972,235736
2020,11,15,MT,수입,1196,236932
2020,4,15,체육대회,수입,3548,240480
2023,9,26,MT,수입,3876,244356
2020,3,11,식사,수입,7477,251833
2022,7,11,여행,수입,4466,256299
2023,7,5,체육대회,지출,1163,255136
2023,9,22,체육대회,지출,4455,250681
2023,10,20,MT,지출,1939,248742
2022,12,3,체육대회,지출,6122,242620
2021,5,12,체육대회,지출,5867,236753
2021,1,26,쇼핑,수입,8524,245277
2021,4,26,체육대회,지출,7808,237469
2021,8,22,쇼핑,수입,6745,244214
2021,6,30,식사,지출,7925,236289
2020,6,5,MT,수입,9404,245693
2022,7,22,식사,지출,5207,240486
2023,2,10,MT,지출,2776,237710
2022,6,22,체육대회,지출,4354,233356
2020,8,13,MT,지출,6027,227329
2021,11,23,MT,지출,3148,224181
2021,1,11,체육대회,지출,8511,215670
2022,3,4,여행,지출,9450,206220
2021,6,10,여행,지출,1059,205161
2021,12,1,쇼핑,수입,8625,213786
2020,1,27,여행,지출,8081,205705
2022,8,10,MT,수입,8161,213866
2023,9,30,MT,수입,3796,217662
2022,11,23,여행,수입,2472,220134
2023,12,21,식사,수입,6328,226462
2021,10,26,MT,지출,6670,219792
2020,6,14,쇼핑,수입,4731,224523
2020,6,2,체육대회,지출,2154,222369
2023,8,3,쇼핑,수입,3492,225861
2020,11,29,여행,수입,3168,229029
2020,11,26,여행,지출,2792,226237
2021,1,17,식사,지출,3260,222977
2022,1,4,MT,지출,2706,220271
2023,7,18,쇼핑,지출,9051,211220
2021,8,9,식사,지출,9551,201669
2020,11,23,여행,수입,5964,207633
2022,11,15,체육대회,지출,7199,200434
2020,6,27,MT,지출,4122,196312
2023,8,24,여행,수입,6245,202557
2021,3,5,식사,지출,1435,201122
2022,1,22,MT,지출,5616,195506
2021,9,23,MT,수입,9695,205201
2023,2,28,쇼핑,수입,7687,212888
2020,4,21,여행,수입,6278,219166
2022,2,17,식사,수입,1439,220605
2020,12,31,식사,수입,7918,228523
2023,1,11,체육대회,지출,9964,218559
2022,7,1,여행,지출,9228,209331
2021,6,13,쇼핑,수입,7133,216464
2022,1,6,여행,지출,9802,206662
2020,8,2,체육대회,수입,4793,211455
2022,2,20,체육대회,지출,2071,209384
2022,1,8,MT,지출,7338,202046
2020,10,23,여행,수입,2112,204158
2020,12,10,쇼핑,지출,8887,195271
2021,11,8,여행,수입,6605,201876
2021,7,16,쇼핑,지출,4623,197253
2022,11,26,체육대회,지출,8438,188815
2023,6,16,식사,지출,8798,180017
2023,10,11,체육대회,지출,9564,170453
2020,1,24,체육대회,지출,5816,164637
2020,10,19,식사,지출,8168,156469
2021,7,8,식사,수입,2431,158900
2021,10,24,쇼핑,수입,3395,162295
2022,1,18,체육대회,수입,6632,168927
2020,2,27,MT,지출,7110,161817
2021,12,1,쇼핑,수입,8856,170673
2022,3,26,여행,수입,4464,175137
2020,5,26,여행,수입,1457,176594
2021,10,31,여행,수입,5551,182145
2023,1,29,쇼핑,수입,2862,185007
2021,4,8,식사,수입,5003,190010
2021,4,11,식사,수입,9252,199262
2020,9,6,체육대회,수입,3804,203066
2022,10,28,여행,수입,1128,204194
2023,6,23,MT,수입,9737,213931
2022,10,2,식사,지출,2149,211782
2021,3,6,MT,지출,8620,203162
2023,4,1,MT,수입,1336,204498
2021,8,31,여행,수입,1794,206292
2021,2,17,MT,지출,6919,199373
2023,12,7,식사,지출,7718,191655
2023,2,27,여행,지출,5083,186572
2020,8,9,쇼핑,지출,1093,185479
2022,2,15,MT,지출,3093,182386
2023,11,26,체육대회,지출,5310,177076
2020,7,16,MT,수입,5856,182932
2022,9,21,체육대회,수입,5696,188628
2023,2,1,여행,지출,1215,187413
2023,4,23,여행,지출,5771,181642
2022,2,1,여행,수입,2683,184325
2023,1,27,체육대회,지출,3269,181056
2023,5,30,식사,수입,6565,187621
2020,5,28,식사,지출,1376,186245
2020,1,18,MT,수입,4890,191135
2023,7,4,체육대회,지출,1695,189440
2020,4,23,MT,수입,7801,197241
2022,2,14,MT,지출,7853,189388
2021,10,15,쇼핑,수입,8731,198119
2020,3,22,여행,수입,9873,207992
2022,9,10,쇼핑,지출,7893,200099
2022,3,19,쇼핑,지출,2651,197448
2023,12,14,여행,지출,1529,195919
2023,7,24,여행,수입,9040,204959
2021,10,20,체육대회,수입,4920,209879
2022,4,28,식사,수입,8367,218246
2021,11,23,여행,지출,5372,212874
2020,3,24,체육대회,수입,3718,216592
2022,2,28,쇼핑,수입,5064,221656
2022,3,13,MT,지출,1568,220088
2023,2,17,식사,지출,5742,214346
2020,12,2,체육대회,지출,2148,212198
2020,12,19,여행,지출,4712,207486
2022,5,26,식사,수입,3835,211321
2020,9,22,식사,수입,2688,214009
2020,10,30,여행,지출,4898,209111
2020,7,8,여행,수입,9512,218623
2023,7,21,식사,지출,4189,214434
2022,7,5,식사,지출,9296,205138
2023,4,9,MT,지출,4488,200650
2023,8,11,MT,수입,5645,206295
2022,7,21,쇼핑,수입,6991,213286
2023,1,31,여행,지출,5358,207928
2022,4,29,쇼핑,지출,4322,203606
2021,8,3,식사,수입,4013,207619
2021,3,11,식사,수입,6136,213755
2023,6,22,MT,수입,4223,217978
2022,5,10,여행,수입,4256,222234
2022,8,10,MT,지출,4070,218164
2021,9,14,식사,지출,8243,209921
2023,10,12,체육대회,지출,6254,203667
2023,10,4,MT,수입,6736,210403
2021,2,15,체육대회,수입,9081,219484
2021,10,22,MT,지출,3976,215508
2023,10,24,식사,지출,2943,212565
2022,3,16,MT,수입,7947,220512
2020,1,3,식사,수입,5913,226425
2023,4,27,체육대회,지출,1412,225013
2021,8,8,여행,지출,9362,215651
2021,12,16,쇼핑,지출,8535,207116
2021,12,25,쇼핑,수입,8658,215774
2020,5,12,식사,지출,9694,206080
2022,6,5,체육대회,지출,7080,199000
2023,9,16,MT,수입,1909,200909
2022,1,17,식사,지출,6799,194110
2021,4,8,쇼핑,수입,4059,198169
2020,10,23,MT,수입,9844,208013
2023,5,4,식사,수입,9271,217284
2023,1,18,쇼핑,지출,8237,209047
2021,5,28,여행,수입,1614,210661
2022,4,20,여행,지출,6756,203905
2020,10,28,여행,지출,8065,195840
2021,10,14,식사,수입,4123,199963
2023,8,9,MT,지출,9464,190499
2020,10,12,여행,수입,2274,192773
2021,6,8,체육대회,수입,5824,198597
2022,6,16,MT,수입,3101,201698
2020,5,29,식사,수입,8232,209930
2023,3,27,식사,수입,4127,214057
2023,6,8,MT,지출,3382,210675
2023,6,24,여행,지출,4116,206559
2021,3,25,쇼핑,지출,8491,198068
2021,10,14,체육대회,수입,7099,205167
2022,8,8,쇼핑,수입,1052,206219
2022,8,9,체육대회,수입,9108,215327
2020,4,13,체육대회,지출,4895,210432
2021,4,17,쇼핑,수입,4568,215000
2021,10,4,체육대회,수입,2590,217590
2023,7,18,식사,수입,5571,223161
2023,11,1,여행,수입,4351,227512
2020,3,21,쇼핑,수입,7503,235015
2021,2,16,쇼핑,지출,8494,226521
2021,1,14,식사,수입,2533,229054
2023,11,29,여행,지출,2758,226296
2020,11,18,체육대회,지출,5845,220451
2021,4,5,체육대회,지출,4020,216431
2020,7,18,MT,수입,8952,225383
2023,2,28,MT,수입,7895,233278
2021,8,7,체육대회,수입,7712,240990
2021,5,13,쇼핑,지출,2709,238281
2023,3,21,여행,지출,9917,228364
2020,5,31,MT,지출,7950,220414
2020,1,8,체육대회,지출,4096,216318
2022,7,29,MT,지출,3400,212918
2022,1,9,식사,지출,7225,205693
2020,12,26,MT,지출,6179,199514
2022,10,22,여행,지출,6094,193420
2022,4,7,체육대회,수입,4536,197956
2023,7,20,여행,수입,6504,204460
2022,4,16,여행,지출,2406,202054
2022,1,5,쇼핑,지출,5943,196111
2021,4,18,여행,지출,2361,193750
2020,1,21,체육대회,수입,7346,201096
2021,2,22,쇼핑,지출,5714,195382
2020,4,6,식사,수입,7049,202431
2020,10,28,식사,지출,2293,200138
2023,2,7,MT,지출,9323,190815
2020,6,10,여행,지출,8963,181852
2023,11,15,MT,수입,7064,188916
2021,3,16,쇼핑,지출,1490,187426
2021,12,1,식사,수입,6696,194122
2022,12,28,여행,수입,6477,200599
2022,4,17,쇼핑,지출,9433,191166
2022,6,8,쇼핑,지출,4119,187047
2021,12,14,쇼핑,수입,9831,196878
2020,10,26,식사,수입,6453,203331
2023,10,26,식사,수입,2366,205697
2023,1,27,MT,지출,4076,201621
2023,12,8,MT,지출,1798,199823
2023,6,18,MT,수입,4216,204039
2023,10,27,식사,수입,7443,211482
2022,5,26,식사,지출,6669,204813
2021,2,15,여행,수입,1657,206470
2020,10,28,쇼핑,지출,5237,201233
2021,9,27,식사,수입,8751,209984
2023,9,4,MT,지출,1120,208864
2023,10,17,여행,지출,7618,201246
2023,9,22,체육대회,수입,6062,207308
2021,2,9,식사,지출,5947,201361
2021,2,28,식사,지출,8247,193114
2023,8,14,식사,수입,4432,197546
2023,1,3,여행,지출,6192,191354
2022,8,15,쇼핑,지출,7653,183701
2021,4,4,체육대회,수입,4179,187880
2021,4,25,쇼핑,수입,3176,191056
2021,12,11,식사,수입,9611,200667
2023,1,15,식사,지출,9932,190735
2021,9,2,MT,수입,9180,199915
2020,10,5,쇼핑,수입,5050,204965
2022,6,28,MT,지출,3007,201958
2021,9,26,쇼핑,수입,2500,204458
2021,6,11,쇼핑,지출,1911,202547
2021,4,10,식사,수입,7006,209553
2020,6,28,MT,지출,1398,208155
2023,9,21,체육대회,수입,4747,212902
2020,2,27,식사,지출,7161,205741
2020,9,29,MT,지출,3977,201764
2023,2,7,MT,수입,9340,211104
2023,3,19,쇼핑,수입,9764,220868
2021,11,14,여행,수입,7216,228084
2022,5,19,식사,지출,6732,221352
2021,1,22,체육대회,수입,8395,229747
2020,6,25,쇼핑,지출,7147,222600
2023,3,23,여행,수입,6649,229249
2022,9,28,체육대회,지출,2325,226924
2020,5,9,쇼핑,수입,4522,231446
2023,4,19,MT,지출,2471,228975
2020,12,31,여행,지출,4490,224485
2020,9,21,쇼핑,지출,4177,220308
2022,1,28,여행,수입,9766,230074
2022,2,8,MT,지출,9622,220452
2021,12,24,쇼핑,지출,6657,213795
2022,11,9,쇼핑,지출,9425,204370
2021,11,29,쇼핑,수입,8666,213036
2023,9,16,체육대회,수입,4456,217492
2022,5,7,쇼핑,수입,1210,218702
2020,6,6,쇼핑,지출,1921,216781
2022,6,15,쇼핑,지출,9087,207694
2021,8,24,MT,지출,4179,203515
2023,4,25,쇼핑,지출,2433,201082
2022,12,12,식사,수입,7394,208476
2023,7,26,체육대회,수입,4123,212599
2022,8,7,여행,지출,8897,203702
2020,5,28,쇼핑,지출,4123,199579
2020,6,12,식사,수입,7981,207560
2023,4,13,MT,지출,3053,204507
2021,9,3,여행,지출,1444,203063
2023,6,20,식사,지출,9629,193434
2023,9,7,여행,지출,8400,185034
2021,12,19,MT,수입,5404,190438
2022,5,2,MT,지출,6783,183655
2020,4,5,쇼핑,수입,5546,189201
2020,10,28,체육대회,지출,1514,187687
2020,10,29,쇼핑,지출,2531,185156
2021,2,17,쇼핑,수입,7586,192742
2021,2,3,여행,지출,8180,184562
2023,1,18,MT,수입,3069,187631
2021,4,2,여행,지출,5496,182135
2021,8,24,쇼핑,수입,7993,190128
2020,12,6,여행,수입,4133,194261
2020,6,21,MT,수입,4804,199065
2020,9,10,MT,지출,7624,191441
2023,2,27,식사,수입,6195,197636
2022,7,26,여행,지출,5481,192155
2023,3,28,쇼핑,수입,5094,197249
2021,4,10,쇼핑,지출,9410,187839
2022,12,2,쇼핑,수입,9226,197065
2021,11,9,식사,수입,3516,200581
2022,8,12,여행,지출,2788,197793
2022,5,18,여행,지출,4777,193016
2020,9,20,여행,수입,3379,196395
2023,3,30,체육대회,지출,7653,188742
2023,11,8,체육대회,수입,8468,197210
2023,2,16,MT,지출,2873,194337
2022,9,8,식사,수입,3424,197761
2020,11,21,식사,지출,8573,189188
2022,9,23,여행,지출,5078,184110
2021,8,1,식사,지출,2663,181447
2021,8,28,쇼핑,수입,3012,184459
2023,5,21,체육대회,지출,5717,178742
2023,8,31,MT,지출,7741,171001
2020,10,13,식사,수입,2394,173395
2022,6,23,쇼핑,수입,9302,182697
2023,10,23,쇼핑,수입,9870,192567
2023,4,9,쇼핑,지출,8957,183610
2022,1,27,여행,지출,1215,182395
2020,12,21,여행,수입,5440,187835
2022,3,18,체육대회,수입,4956,192791
2021,2,25,식사,수입,8324,201115
2020,8,2,MT,수입,3356,204471
2020,5,10,여행,수입,7104,211575
2023,10,18,쇼핑,지출,4360,207215
2022,8,19,체육대회,지출,7310,199905
2021,6,15,여행,수입,2066,201971
2021,2,20,체육대회,지출,9588,192383
2022,6,8,체육대회,수입,3779,196162
2021,9,24,여행,수입,3433,199595
2021,11,21,여행,지출,1603,197992
2020,4,7,MT,지출,2269,195723
2020,12,7,MT,수입,8406,204129
2020,2,6,식사,수입,4601,208730
2023,9,19,쇼핑,수입,3256,211986
2020,12,24,MT,지출,6577,205409
2022,6,23,쇼핑,지출,8893,196516
2023,11,16,쇼핑,수입,6605,203121
2023,8,23,식사,수입,7944,211065
2020,6,30,여행,지출,7986,203079
2022,4,27,체육대회,수입,8656,211735
2023,1,22,MT,지출,9645,202090
2022,5,19,MT,지출,2466,199624
2020,11,6,MT,지출,5014,194610
2021,12,10,여행,지출,2918,191692
2021,2,26,여행,수입,6274,197966
2021,5,30,식사,수입,1754,199720
2021,1,21,MT,수입,9503,209223
2020,9,15,MT,지출,3060,206163
2023,9,17,식사,지출,1153,205010
2022,6,18,여행,수입,9087,214097
2023,10,10,식사,지출,1162,212935
2020,11,23,식사,수입,6914,219849
2022,10,3,MT,지출,7164,212685
2022,12,26,식사,수입,1496,214181
2021,5,26,여행,수입,8105,222286
2022,4,30,식사,수입,5020,227306
2020,10,18,식사,지출,7286,220020
2021,5,30,식사,수입,3452,223472
2021,2,23,식사,수입,5300,228772
2023,7,12,체육대회,수입,1292,230064
2023,3,6,MT,수입,2599,232663
2021,12,13,식사,수입,9014,241677
2021,12,28,식사,지출,3355,238322
2023,11,9,식사,지출,7608,230714
2020,5,17,체육대회,지출,1831,228883
2020,8,24,체육대회,수입,4439,233322
2023,3,31,여행,수입,4055,237377
2020,3,13,쇼핑,수입,6217,243594
2022,10,27,여행,지출,4395,239199
2023,2,24,체육대회,지출,7538,231661
2023,2,5,여행,수입,7118,238779
2022,7,6,체육대회,수입,8160,246939
2022,5,30,MT,지출,6614,240325
2020,6,15,여행,수입,2070,242395
2023,10,12,식사,지출,7765,234630
2023,11,30,쇼핑,수입,6798,241428
2023,11,25,여행,수입,9096,250524
2021,1,31,식사,수입,5801,256325
2020,12,5,여행,수입,6888,263213
2023,7,27,쇼핑,지출,9395,253818
2023,4,12,MT,지출,7319,246499
2023,11,5,여행,수입,6668,253167
2021,1,20,체육대회,수입,1825,254992
2023,4,26,여행,지출,6158,248834
2022,10,18,여행,수입,2305,251139
2021,6,15,MT,지출,5614,245525
2022,5,20,체육대회,지출,2363,243162
2023,7,20,체육대회,수입,5445,248607
2021,5,1,MT,지출,1810,246797
2023,12,15,식사,지출,1765,245032
2023,11,5,식사,지출,1024,244008
2022,11,3,식사,지출,8149,235859
2022,12,12,체육대회,지출,1708,234151
2021,10,10,여행,수입,8779,242930
2022,2,3,MT,지출,6185,236745
2022,3,27,여행,지출,1651,235094
2023,12,22,MT,수입,5665,240759
2023,6,5,식사,지출,4224,236535
2022,4,25,쇼핑,지출,2507,234028
2021,5,8,MT,수입,3028,237056
2020,9,9,여행,수입,1033,238089
2022,9,16,체육대회,지출,4108,233981
2022,8,26,MT,지출,3765,230216
2021,6,19,쇼핑,지출,7048,223168
2020,10,7,체육대회,지출,8417,214751
2023,2,22,식사,수입,5049,219800
2023,7,31,쇼핑,수입,1212,221012
2022,12,23,MT,수입,9504,230516
2020,10,28,MT,지출,8237,222279
2022,3,11,쇼핑,지출,5133,217146
2021,6,13,식사,수입,3655,220801
2023,6,9,체육대회,지출,7755,213046
2020,5,22,여행,지출,8097,204949
2022,5,23,쇼핑,수입,6645,211594
2023,2,14,MT,수입,3934,215528
2022,7,13,체육대회,수입,5634,221162
2022,4,22,체육대회,지출,5761,215401
2022,1,13,쇼핑,수입,3929,219330
2023,8,8,쇼핑,지출,4126,215204
2021,5,20,여행,지출,3721,211483
2021,8,10,MT,지출,7631,203852
2020,1,19,MT,지출,8292,195560
2021,10,26,쇼핑,수입,9659,205219
2023,2,19,여행,지출,5973,199246
2023,1,29,여행,지출,5340,193906
